# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/Mbovis_GO_terms.dat GSEA_files/GO_term_names.dat output/gsea_fet.txt -M FET -Pval_col 10 -Qval_col 11
# date: 2023-08-16 09:17:52
# pathway method: FET
# method=FET, PC=2
# genes with associations=3121 out of 4045 total
# significant genes (qval<0.05): 11
# 2474 out of 47127 pathways have >=1 gene; max has 2412
#pathway	total_genes(M)	genes_in_path(n)	significant_genes(N)	signif_genes_in_path(k)	expected	k+PC	n_adj_by_PC	enrichement	pval	qval	description	genes
GO:0000272	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	polysaccharide catabolic process	
GO:0004659	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	prenyltransferase activity	
GO:0004806	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	triglyceride lipase activity	
GO:0005509	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	calcium ion binding	
GO:0005615	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	extracellular space	
GO:0005978	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	glycogen biosynthetic process	
GO:0005992	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	trehalose biosynthetic process	
GO:0006206	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	pyrimidine nucleobase metabolic process	
GO:0006536	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	glutamate metabolic process	
GO:0006544	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	glycine metabolic process	
GO:0007059	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	chromosome segregation	
GO:0008186	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	RNA-dependent ATPase activity	
GO:0008272	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	sulfate transport	
GO:0008395	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	steroid hydroxylase activity	
GO:0008484	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	sulfuric ester hydrolase activity	
GO:0008653	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	lipopolysaccharide metabolic process	
GO:0009103	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	lipopolysaccharide biosynthetic process	
GO:0009200	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	deoxyribonucleoside triphosphate metabolic process	
GO:0009226	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	nucleotide-sugar biosynthetic process	
GO:0009250	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	glucan biosynthetic process	
GO:0009263	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	deoxyribonucleotide biosynthetic process	
GO:0009394	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	2'-deoxyribonucleotide metabolic process	
GO:0009423	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	chorismate biosynthetic process	
GO:0015079	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	potassium ion transmembrane transporter activity	
GO:0015116	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	sulfate transmembrane transporter activity	
GO:0016597	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	amino acid binding	
GO:0016885	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	ligase activity, forming carbon-carbon bonds	
GO:0016891	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	endoribonuclease activity, producing 5'-phosphomonoesters	
GO:0016999	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	antibiotic metabolic process	
GO:0019627	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	urea metabolic process	
GO:0022611	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	dormancy process	
GO:0030497	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	fatty acid elongation	
GO:0033647	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	host intracellular organelle	
GO:0033648	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	host intracellular membrane-bounded organelle	
GO:0036199	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	cholest-4-en-3-one 26-monooxygenase activity	
GO:0036294	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	cellular response to decreased oxygen levels	
GO:0042126	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	nitrate metabolic process	
GO:0042891	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	antibiotic transport	
GO:0043022	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	ribosome binding	
GO:0043173	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	nucleotide salvage	
GO:0044205	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	'de novo' UMP biosynthetic process	
GO:0044406	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	adhesion of symbiont to host	
GO:0044769	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	
GO:0045833	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	negative regulation of lipid metabolic process	
GO:0046189	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	phenol-containing compound biosynthetic process	
GO:0046351	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	disaccharide biosynthetic process	
GO:0046503	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	glycerolipid catabolic process	
GO:0046654	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	tetrahydrofolate biosynthetic process	
GO:0046933	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	proton-transporting ATP synthase activity, rotational mechanism	
GO:0051055	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	negative regulation of lipid biosynthetic process	
GO:0051101	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	regulation of DNA binding	
GO:0051187	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	cofactor catabolic process	
GO:0051336	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	regulation of hydrolase activity	
GO:0061783	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	peptidoglycan muralytic activity	
GO:0071804	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	cellular potassium ion transport	
GO:0071805	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	potassium ion transmembrane transport	
GO:1901264	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	carbohydrate derivative transport	
GO:1901682	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	sulfur compound transmembrane transporter activity	
GO:1902358	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	sulfate transmembrane transport	
GO:1902882	4045	7	11	0	0.02	2	742	0.99	0.327670139423112	0.39439262473687786	regulation of response to oxidative stress	
GO:0000030	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	mannosyltransferase activity	
GO:0000162	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	tryptophan biosynthetic process	
GO:0002683	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	negative regulation of immune system process	
GO:0003988	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	acetyl-CoA C-acyltransferase activity	
GO:0004315	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	3-oxoacyl-[acyl-carrier-protein] synthase activity	
GO:0004467	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	long-chain fatty acid-CoA ligase activity	
GO:0004529	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	exodeoxyribonuclease activity	
GO:0005315	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	inorganic phosphate transmembrane transporter activity	
GO:0006222	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	UMP biosynthetic process	
GO:0006302	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	double-strand break repair	
GO:0006304	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	DNA modification	
GO:0006637	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	acyl-CoA metabolic process	
GO:0006771	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	riboflavin metabolic process	
GO:0006886	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	intracellular protein transport	
GO:0008320	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	protein transmembrane transporter activity	
GO:0009099	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	valine biosynthetic process	
GO:0009174	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	pyrimidine ribonucleoside monophosphate biosynthetic process	
GO:0009231	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	riboflavin biosynthetic process	
GO:0009233	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	menaquinone metabolic process	
GO:0009234	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	menaquinone biosynthetic process	
GO:0009435	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	NAD biosynthetic process	
GO:0010039	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	response to iron ion	
GO:0010126	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	mycothiol metabolic process	
GO:0015450	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	
GO:0015985	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	energy coupled proton transport, down electrochemical gradient	
GO:0015986	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	ATP synthesis coupled proton transport	
GO:0016742	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	hydroxymethyl-, formyl- and related transferase activity	
GO:0016790	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	thiolester hydrolase activity	
GO:0016854	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	racemase and epimerase activity	
GO:0016868	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	intramolecular transferase activity, phosphotransferases	
GO:0016895	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	exodeoxyribonuclease activity, producing 5'-phosphomonoesters	
GO:0018205	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	peptidyl-lysine modification	
GO:0019205	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	nucleobase-containing compound kinase activity	
GO:0019288	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	
GO:0019692	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	deoxyribose phosphate metabolic process	
GO:0022884	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	macromolecule transmembrane transporter activity	
GO:0030976	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	thiamine pyrophosphate binding	
GO:0031348	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	negative regulation of defense response	
GO:0032270	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	positive regulation of cellular protein metabolic process	
GO:0032502	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	developmental process	
GO:0032879	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	regulation of localization	
GO:0034081	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	polyketide synthase complex	
GO:0035383	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	thioester metabolic process	
GO:0042435	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	indole-containing compound biosynthetic process	
GO:0042726	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	flavin-containing compound metabolic process	
GO:0042727	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	flavin-containing compound biosynthetic process	
GO:0042887	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	amide transmembrane transporter activity	
GO:0043085	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	positive regulation of catalytic activity	
GO:0043225	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	ATPase-coupled anion transmembrane transporter activity	
GO:0044414	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	suppression of host defenses	
GO:0044764	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	multi-organism cellular process	
GO:0045088	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	regulation of innate immune response	
GO:0045824	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	negative regulation of innate immune response	
GO:0046049	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	UMP metabolic process	
GO:0046219	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	indolalkylamine biosynthetic process	
GO:0046505	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	sulfolipid metabolic process	
GO:0046506	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	sulfolipid biosynthetic process	
GO:0046890	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	regulation of lipid biosynthetic process	
GO:0046907	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	intracellular transport	
GO:0050777	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	negative regulation of immune response	
GO:0050897	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	cobalt ion binding	
GO:0051049	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	regulation of transport	
GO:0051247	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	positive regulation of protein metabolic process	
GO:0051260	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	protein homooligomerization	
GO:0051649	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	establishment of localization in cell	
GO:0051833	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	suppression of defenses of other organism involved in symbiotic interaction	
GO:0052037	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	negative regulation by symbiont of host defense response	
GO:0052170	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	negative regulation by symbiont of host innate immune response	
GO:0052261	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	suppression of defense response of other organism involved in symbiotic interaction	
GO:0052309	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	negative regulation by organism of innate immune response in other organism involved in symbiotic interaction	
GO:0061695	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	transferase complex, transferring phosphorus-containing groups	
GO:0070403	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	NAD+ binding	
GO:0071453	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	cellular response to oxygen levels	
GO:0097502	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	mannosylation	
GO:0099133	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	ATP hydrolysis coupled anion transmembrane transport	
GO:1901070	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	guanosine-containing compound biosynthetic process	
GO:1901661	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	quinone metabolic process	
GO:1901663	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	quinone biosynthetic process	
GO:1904680	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	peptide transmembrane transporter activity	
GO:2001057	4045	8	11	0	0.02	2	743	0.99	0.32848515297194064	0.39439262473687786	reactive nitrogen species metabolic process	
GO:0000150	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	recombinase activity	
GO:0002252	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	immune effector process	
GO:0002376	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	immune system process	
GO:0003995	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	acyl-CoA dehydrogenase activity	
GO:0004003	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	ATP-dependent DNA helicase activity	
GO:0004016	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	adenylate cyclase activity	
GO:0004222	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	metalloendopeptidase activity	
GO:0005623	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	cell	
GO:0006094	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	gluconeogenesis	
GO:0006098	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	pentose-phosphate shunt	
GO:0006171	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	cAMP biosynthetic process	
GO:0006450	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	regulation of translational fidelity	
GO:0006568	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	tryptophan metabolic process	
GO:0006586	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	indolalkylamine metabolic process	
GO:0006730	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	one-carbon metabolic process	
GO:0006783	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	heme biosynthetic process	
GO:0006813	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	potassium ion transport	
GO:0008649	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	rRNA methyltransferase activity	
GO:0009147	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	pyrimidine nucleoside triphosphate metabolic process	
GO:0009173	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	pyrimidine ribonucleoside monophosphate metabolic process	
GO:0009237	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	siderophore metabolic process	
GO:0009240	4045	9	11	0	0.02	2	744	0.99	0.32930038636419745	0.39439262473687786	isopentenyl diphosphate biosynthetic process	
